Perfume,Brand,Gender,Country,Citrus–Green,Amber–Resinous,Musky–Soapy,Marine–Ozonic,Spicy–Aromatic,Woody–Earthy,Floral–Powdery,Fruity–Tropical,Sweet–Gourmand,Smoky–Leathery
oriental-zinc,lalique,unisex,France,0.0,0.0,0.0,0.0,0.65,0.29,0.0,0.0,0.06,0.0
nakahat-al-oud,lattafa-perfumes,unisex,UAE,0.0,0.2,0.0,0.0,0.2,0.32,0.14,0.0,0.14,0.0
la-collection-d-antiquites-1505,lattafa-perfumes,unisex,UAE,0.0,0.4,0.0,0.0,0.07,0.07,0.07,0.4,0.0,0.0
victorioso-victory,maison-alhambra,men,UAE,0.08,0.47,0.0,0.0,0.28,0.0,0.0,0.0,0.17,0.0
a-men-gold-edition,mugler,men,France,0.0,0.06,0.0,0.0,0.4,0.2,0.0,0.0,0.34,0.0
mirages-soleil-au-zenith,prada,unisex,Italy,0.0,0.0,0.0,0.0,0.47,0.07,0.07,0.0,0.4,0.0
parfum-de-la-nuit-no-3,roja-dove,unisex,UK,0.0,0.26,0.0,0.0,0.12,0.26,0.1,0.0,0.0,0.26
semi-bespoke-no-10,roja-dove,unisex,UK,0.0,0.06,0.0,0.0,0.22,0.26,0.26,0.0,0.2,0.0
warda-al-oud,xerjoff,unisex,Italy,0.0,0.18,0.06,0.0,0.0,0.24,0.35,0.0,0.18,0.0
by-virtue-of-sunbeams,lux-e-terra,unisex,USA,0.2,0.4,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0
moonlight-harvest,lux-e-terra,unisex,USA,0.18,0.0,0.0,0.0,0.09,0.0,0.0,0.47,0.27,0.0
carashmellow,essnce,unisex,Sweden,0.0,0.0,0.06,0.0,0.0,0.0,0.06,0.0,0.88,0.0
musk-tahara-al-faransi,abdul-karim-al-faransi,unisex,UK,0.0,0.0,0.08,0.0,0.0,0.08,0.36,0.0,0.47,0.0
angry-birds-king-pig,air-val-international,unisex,Spain,0.18,0.23,0.0,0.0,0.29,0.0,0.0,0.06,0.23,0.0
maiestus,almah-parfums-1948,unisex,Spain,0.23,0.06,0.0,0.0,0.18,0.53,0.0,0.0,0.0,0.0
papiro-absoluto,amberfig,unisex,Brazil,0.06,0.0,0.0,0.0,0.12,0.26,0.0,0.0,0.36,0.2
desert-falcon,arabian-oud,unisex,Arabia saudi ,0.4,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.0,0.0
chaos-1996,donna-karan,women,USA,0.0,0.28,0.0,0.0,0.66,0.06,0.0,0.0,0.0,0.0
o2,impulse,women,UK,0.4,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.0,0.0
blonde-amber,clive-christian,unisex,UK,0.14,0.06,0.0,0.0,0.06,0.2,0.13,0.0,0.2,0.21
212-men-on-ice-2006,carolina-herrera,men,USA,0.4,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0
le-baiser-du-dragon-parfum,cartier,women,France,0.0,0.18,0.0,0.0,0.06,0.18,0.12,0.06,0.41,0.0
dior-homme-parfum,dior,men,France,0.0,0.0,0.0,0.0,0.0,0.29,0.53,0.0,0.0,0.18
homage,amouage,unisex,Oman,0.07,0.23,0.0,0.0,0.0,0.23,0.47,0.0,0.0,0.0
molook,amouage,men,Oman,0.0,0.2,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0
ohood,amouage,unisex,Oman,0.0,0.2,0.0,0.0,0.0,0.2,0.6,0.0,0.0,0.0
tribute,amouage,unisex,Oman,0.0,0.13,0.0,0.0,0.06,0.14,0.27,0.0,0.0,0.4
shalimar-yellow-gold-limited-edition,guerlain,women,France,0.06,0.12,0.0,0.0,0.0,0.16,0.26,0.0,0.2,0.2
al-nashama-caprice,lattafa-perfumes,unisex,UAE,0.0,0.28,0.0,0.0,0.38,0.34,0.0,0.0,0.0,0.0
lolita-lempicka-au-masculin-eau-de-parfum-intense,lolita-lempicka,men,France,0.0,0.08,0.0,0.0,0.17,0.19,0.56,0.0,0.0,0.0
imagination,louis-vuitton,men,France,0.41,0.14,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0
essencial-unico,natura,men,Brazil,0.0,0.47,0.0,0.0,0.07,0.07,0.0,0.0,0.4,0.0
pamina,natura,women,Brazil,0.06,0.0,0.0,0.0,0.41,0.29,0.23,0.0,0.0,0.0
sensuelle-essence,o-boticario,women,Brazil,0.0,0.2,0.0,0.0,0.0,0.26,0.48,0.06,0.0,0.0
private-oud,swiss-arabian,unisex,UAE,0.0,0.0,0.0,0.0,0.0,0.29,0.12,0.0,0.59,0.0
kredo-kredo,dzintars,women,Latvia,0.06,0.0,0.0,0.0,0.0,0.26,0.68,0.0,0.0,0.0
fougeriste,angelos-creations-olfactives,unisex,Greece,0.0,0.0,0.07,0.0,0.23,0.4,0.3,0.0,0.0,0.0
krinos,angelos-creations-olfactives,unisex,Greece,0.21,0.48,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0
vetiveria-animalis,angelos-creations-olfactives,unisex,Greece,0.0,0.06,0.12,0.0,0.22,0.37,0.08,0.0,0.16,0.0
suspiro,don-algodon,women,Spain,0.0,0.29,0.0,0.0,0.0,0.06,0.35,0.0,0.29,0.0
fossil-1954-for-women,fossil,women,USA,0.08,0.39,0.0,0.0,0.17,0.08,0.28,0.0,0.0,0.0
siberian-musk,areej-le-dore,unisex,Russia,0.12,0.23,0.06,0.0,0.06,0.53,0.0,0.0,0.0,0.0
santal-carmin-cologne-absolute,atelier-cologne,unisex,USA,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.6,0.0
regal-secret,auphorie,unisex,Malaysia,0.0,0.0,0.0,0.0,0.16,0.0,0.3,0.07,0.47,0.0
no-88-eau-de-parfum,czech-speake,unisex,Czech Republic,0.14,0.0,0.0,0.0,0.27,0.14,0.32,0.14,0.0,0.0
ambre-tabac,daniel-josier,men,Spain,0.0,0.26,0.0,0.0,0.0,0.16,0.0,0.0,0.32,0.26
quelques-violettes,houbigant,women,France,0.26,0.0,0.0,0.06,0.0,0.06,0.62,0.0,0.0,0.0
sohan-d-iris,sultan-pasha-attars,unisex,UK,0.2,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.68,0.0
green-oakmoss,soivohle,unisex,USA,0.0,0.0,0.0,0.0,0.12,0.46,0.14,0.0,0.0,0.28
french-defense,mind-games,unisex,USA,0.0,0.26,0.0,0.0,0.0,0.06,0.36,0.26,0.06,0.0
minuit-enchante,laura-mercier,women,France,0.0,0.29,0.0,0.0,0.06,0.29,0.29,0.0,0.06,0.0
tobacco-wood-nights,jesus-del-pozo,unisex,Spain,0.0,0.06,0.0,0.0,0.2,0.34,0.0,0.0,0.0,0.4
1000,jean-patou,women,France,0.12,0.12,0.0,0.0,0.06,0.24,0.47,0.0,0.0,0.0
acqua-di-neroli,ermenegildo-zegna,men,Italy,0.2,0.0,0.0,0.0,0.2,0.4,0.2,0.0,0.0,0.0
ambergris,emirates-pride-perfumes,unisex,UAE,0.11,0.21,0.11,0.0,0.0,0.38,0.0,0.0,0.0,0.19
kiss-me-more,ciclo-cosmeticos,women,Brazil,0.0,0.0,0.0,0.0,0.28,0.08,0.17,0.0,0.47,0.0
baiser-vole-extrait-de-parfum,cartier,women,France,0.66,0.0,0.0,0.0,0.17,0.0,0.17,0.0,0.0,0.0
emporio-armani-stronger-with-you-leather,giorgio-armani,men,Italy,0.0,0.06,0.0,0.0,0.22,0.2,0.0,0.0,0.26,0.26
shams-al-doha,amouage,unisex,Oman,0.0,0.12,0.0,0.0,0.08,0.31,0.5,0.0,0.0,0.0
gucci-envy-eau-de-parfum,gucci,women,Italy,0.08,0.0,0.0,0.0,0.0,0.08,0.84,0.0,0.0,0.0
eau-de-shalimar-edition-charms,guerlain,women,France,0.06,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.41,0.0
le-beau-le-parfum,jean-paul-gaultier,men,France,0.0,0.34,0.0,0.0,0.0,0.06,0.28,0.2,0.12,0.0
le-male-elixir,jean-paul-gaultier,men,France,0.0,0.06,0.0,0.0,0.26,0.0,0.0,0.0,0.48,0.2
felicita,o-boticario,women,Brazil,0.08,0.0,0.0,0.0,0.08,0.56,0.0,0.0,0.28,0.0
atheer-cambodia-oudh-al-boruzz,rasasi,unisex,UAE,0.0,0.0,0.06,0.0,0.06,0.48,0.2,0.0,0.0,0.2
enigma-pour-homme,roja-dove,men,UK,0.0,0.06,0.0,0.0,0.06,0.34,0.0,0.0,0.34,0.2
la-nuit-de-l-homme-bleu-electrique,yves-saint-laurent,men,France,0.0,0.0,0.0,0.0,0.86,0.14,0.0,0.0,0.0,0.0
y-collection,zara,men,Spain,0.0,0.0,0.06,0.0,0.46,0.34,0.14,0.0,0.0,0.0
giordani-de-oriflame-eau-de-toilette-concentree,oriflame,women,Sweden,0.0,0.0,0.0,0.0,0.0,0.64,0.36,0.0,0.0,0.0
dialogs-dialog,dzintars,women,Latvia,0.12,0.0,0.0,0.0,0.06,0.08,0.31,0.22,0.22,0.0
dahn-oud-ateeque,abdul-samad-al-qurashi,unisex,Arabia saudi ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
dahn-al-oudh-moattaq,ajmal,unisex,UAE,0.0,0.06,0.06,0.0,0.0,0.2,0.68,0.0,0.0,0.0
dk,donna-karan,men,USA,0.16,0.22,0.0,0.0,0.0,0.22,0.14,0.06,0.22,0.0
labdanum-dusk-eau-de-parfum,molton-brown,unisex,UK,0.0,0.06,0.0,0.0,0.06,0.46,0.0,0.0,0.26,0.16
patchouli-sublime,nicolai-parfumeur-createur,unisex,France,0.0,0.22,0.0,0.0,0.33,0.22,0.08,0.0,0.0,0.16
ylang-ylang-nosy-be-extrait,perris-monte-carlo,unisex,France,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.08,0.56,0.0
dewaniya,sultan-pasha-attars,unisex,UK,0.0,0.15,0.0,0.0,0.12,0.19,0.13,0.0,0.19,0.22
irisoir,sultan-pasha-attars,unisex,UK,0.0,0.18,0.0,0.0,0.0,0.06,0.76,0.0,0.0,0.0
l-heure-d-or,sultan-pasha-attars,unisex,UK,0.0,0.29,0.06,0.0,0.06,0.06,0.18,0.0,0.0,0.35
monsieur-lanvin,lanvin,men,France,0.14,0.0,0.12,0.0,0.19,0.0,0.13,0.14,0.14,0.14
keemun-eau-de-parfum,welton-london,unisex,UK,0.0,0.06,0.0,0.0,0.06,0.06,0.2,0.0,0.34,0.28
divine-tentation,reine-de-saba,unisex,France,0.0,0.16,0.0,0.0,0.2,0.22,0.0,0.0,0.22,0.22
il,lancetti,men,Italy,0.0,0.23,0.06,0.0,0.41,0.06,0.0,0.0,0.0,0.23
monsieur,lancetti,men,Italy,0.07,0.07,0.0,0.0,0.47,0.4,0.0,0.0,0.0,0.0
september-morn,byblos,men,Italy,0.06,0.26,0.0,0.0,0.06,0.42,0.0,0.0,0.0,0.2
the-most-wanted,azzaro,men,France,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.4,0.0
new-orleans,bond-no-9,unisex,USA,0.06,0.14,0.0,0.0,0.2,0.2,0.28,0.06,0.06,0.0
anais-anais-parfum-concentree,cacharel,women,France,0.06,0.13,0.0,0.0,0.13,0.25,0.31,0.0,0.0,0.13
poison-esprit-de-parfum,dior,women,France,0.0,0.24,0.0,0.0,0.15,0.06,0.18,0.06,0.32,0.0
emporio-armani-stronger-with-you-intensely,giorgio-armani,men,Italy,0.0,0.24,0.0,0.0,0.29,0.0,0.18,0.0,0.29,0.0
ishq-al-shuyukh-silver,lattafa-perfumes,unisex,UAE,0.07,0.0,0.0,0.0,0.07,0.33,0.0,0.07,0.47,0.0
splendid-vanilla,roberto-cavalli,unisex,Italy,0.0,0.0,0.0,0.0,0.0,0.41,0.29,0.0,0.29,0.0
calimala,salvatore-ferragamo,unisex,Italy,0.0,0.0,0.0,0.0,0.06,0.06,0.53,0.0,0.29,0.06
oud-07,swiss-arabian,unisex,UAE,0.0,0.12,0.0,0.0,0.06,0.18,0.29,0.0,0.35,0.0
kouros-eau-d-ete-2005,yves-saint-laurent,men,France,0.2,0.2,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0
opium-parfum,yves-saint-laurent,women,France,0.0,0.27,0.0,0.0,0.2,0.14,0.08,0.16,0.16,0.0
monsieur-carven,carven,men,France,0.0,0.06,0.0,0.0,0.2,0.2,0.08,0.16,0.16,0.16
minions,air-val-international,unisex,Spain,0.14,0.33,0.0,0.0,0.07,0.0,0.0,0.07,0.4,0.0
jack-of-clubs,fragrance-world,men,UAE,0.0,0.0,0.0,0.0,0.86,0.14,0.0,0.0,0.0,0.0
guess-original,guess,women,USA,0.06,0.29,0.0,0.0,0.12,0.35,0.18,0.0,0.0,0.0
l-homme-fort,nilafar-du-nil,men,Egypt,0.0,0.0,0.0,0.0,0.26,0.0,0.34,0.0,0.4,0.0
isla-tropical-prive,parfums-vintage,unisex,UK,0.07,0.0,0.0,0.0,0.0,0.07,0.07,0.4,0.07,0.33
r-de-capucci,roberto-capucci,men,Italy,0.22,0.16,0.0,0.0,0.06,0.27,0.08,0.0,0.0,0.22
ocean-noir,michael-malul-london,men,USA,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.49,0.1,0.0
patou-pour-homme,jean-patou,men,France,0.0,0.0,0.06,0.0,0.32,0.16,0.0,0.0,0.2,0.26
patou-pour-homme-prive,jean-patou,men,France,0.06,0.0,0.0,0.0,0.52,0.28,0.14,0.0,0.0,0.0
i-matti-milk-s-note,eminence-parfums,unisex,Italy,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.94,0.0
mahogany-woods,bath-body-works,men,USA,0.0,0.4,0.0,0.0,0.14,0.07,0.0,0.0,0.4,0.0
dune-esprit-de-parfum,dior,women,France,0.0,0.26,0.0,0.0,0.06,0.26,0.16,0.0,0.26,0.0
mandarino-millesimato-2022,acqua-di-parma,unisex,Italy,0.21,0.0,0.0,0.0,0.21,0.58,0.0,0.0,0.0,0.0
myrrhe-carmin,givenchy,unisex,France,0.0,0.17,0.0,0.0,0.08,0.0,0.28,0.0,0.47,0.0
imagine-guerlain-by-l-atelier-truscelli,guerlain,unisex,France,0.2,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.0
samsara-extrait,guerlain,women,France,0.13,0.13,0.0,0.0,0.0,0.06,0.5,0.0,0.19,0.0
soir-de-marrakech,les-parfums-du-soleil,unisex,Morocco,0.06,0.29,0.0,0.0,0.0,0.23,0.12,0.0,0.29,0.0
atmos,natura,men,Brazil,0.21,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.48,0.0
yang,o-boticario,men,Brazil,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0
zara-amber-vanilla,zara,women,Spain,0.2,0.0,0.0,0.0,0.0,0.32,0.22,0.0,0.26,0.0
angeliki,angelos-creations-olfactives,unisex,Greece,0.06,0.06,0.06,0.0,0.0,0.46,0.16,0.0,0.2,0.0
drunk-apple-pie,essnce,unisex,Sweden,0.0,0.0,0.0,0.0,0.26,0.06,0.0,0.0,0.68,0.0
hard-candy,aaron-terence-hughes,unisex,UK,0.0,0.0,0.0,0.0,0.3,0.35,0.0,0.06,0.3,0.0
dapper-1959,alexandria-fragrances,unisex,USA,0.06,0.0,0.06,0.0,0.32,0.28,0.0,0.0,0.0,0.28
al-fareed,arabian-oud,men,Arabia saudi ,0.0,0.06,0.12,0.0,0.0,0.41,0.18,0.0,0.23,0.0
eternal-voyage,auphorie,unisex,Malaysia,0.0,0.2,0.0,0.0,0.0,0.06,0.28,0.0,0.4,0.06
cashmere-wood,ajmal,unisex,UAE,0.0,0.22,0.06,0.0,0.16,0.43,0.06,0.0,0.08,0.0
passion-de-l-amour-nouvelle-liaison-parfum,house-of-sillage,unisex,USA,0.0,0.0,0.0,0.0,0.06,0.43,0.22,0.0,0.22,0.08
white-evening,massimo-dutti,unisex,Spain,0.0,0.28,0.08,0.0,0.0,0.0,0.64,0.0,0.0,0.0
can-can-bling-edition,paris-hilton,women,USA,0.07,0.33,0.0,0.0,0.0,0.33,0.14,0.07,0.07,0.0
punjab,roberto-capucci,men,Italy,0.0,0.23,0.0,0.0,0.36,0.18,0.0,0.0,0.0,0.23
son-of-a-rose,the-fragrance-kitchen,unisex,Kuwait,0.0,0.23,0.06,0.0,0.12,0.23,0.35,0.0,0.0,0.0
oud-oriental-saba,reine-de-saba,unisex,France,0.0,0.0,0.0,0.0,0.23,0.4,0.3,0.07,0.0,0.0
blue-wood,mith,men,Thailand,0.26,0.0,0.0,0.0,0.38,0.26,0.1,0.0,0.0,0.0
escandalo,day-three,unisex,USA,0.17,0.0,0.0,0.0,0.0,0.39,0.28,0.17,0.0,0.0
aromatherapy-revitalise-therapy,avon,women,USA,0.27,0.0,0.0,0.0,0.14,0.0,0.32,0.14,0.14,0.0
the-most-wanted-parfum,azzaro,men,France,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.7,0.0
single-malt,by-kilian,unisex,France,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.7,0.0
habit-rouge-eau-de-cologne,guerlain,men,France,0.06,0.22,0.0,0.0,0.2,0.14,0.08,0.0,0.16,0.16
terre-d-hermes-flacon-h-2019-parfum,hermes,men,France,0.1,0.0,0.0,0.0,0.21,0.69,0.0,0.0,0.0,0.0
rose-31-perfume-oil,le-labo,unisex,USA,0.0,0.2,0.0,0.0,0.12,0.34,0.34,0.0,0.0,0.0
kismet-magic,maison-alhambra,unisex,UAE,0.0,0.0,0.0,0.0,0.36,0.08,0.0,0.0,0.56,0.0
essence-of-casablanca,swiss-arabian,unisex,UAE,0.0,0.46,0.06,0.0,0.0,0.1,0.06,0.06,0.26,0.0
valentino-uomo-2021,valentino,men,Italy,0.14,0.0,0.0,0.0,0.14,0.14,0.58,0.0,0.0,0.0
supreme-bouquet-luxury-edition,yves-saint-laurent,unisex,France,0.0,0.28,0.06,0.0,0.0,0.28,0.32,0.0,0.06,0.0
zara-man-2000,zara,men,Spain,0.2,0.0,0.0,0.0,0.6,0.2,0.0,0.0,0.0,0.0
ultima,revlon,women,USA,0.0,0.26,0.0,0.0,0.13,0.2,0.13,0.14,0.14,0.0
alianse,dzintars,women,Latvia,0.0,0.0,0.0,0.0,0.12,0.06,0.62,0.0,0.2,0.0
sundus,abdul-karim-al-faransi,unisex,UK,0.0,0.23,0.07,0.0,0.07,0.0,0.47,0.0,0.16,0.0
rosewood,arabian-oud,unisex,Arabia saudi ,0.0,0.0,0.06,0.0,0.0,0.34,0.4,0.0,0.2,0.0
atlantic-ambergris,areej-le-dore,unisex,Russia,0.0,0.1,0.0,0.0,0.31,0.1,0.48,0.0,0.0,0.0
l-histoire-oubliee-de-dunhuang,auphorie,unisex,Malaysia,0.18,0.12,0.0,0.0,0.12,0.18,0.18,0.0,0.23,0.0
soudain-l-hiver,henry-jacques,men,France,0.0,0.0,0.0,0.0,0.21,0.1,0.1,0.0,0.0,0.59
violette-a-sydney,tonatto-profumi,unisex,Italy,0.0,0.0,0.0,0.0,0.0,0.06,0.71,0.0,0.23,0.0
purple-velvet-fioletovyj-barhat,odoratika,unisex,Russia,0.3,0.09,0.0,0.09,0.15,0.19,0.13,0.06,0.0,0.0
classique-collector-s-snow-globe,jean-paul-gaultier,women,France,0.06,0.14,0.0,0.0,0.2,0.0,0.4,0.0,0.2,0.0
le-male-le-parfum,jean-paul-gaultier,men,France,0.0,0.0,0.0,0.0,0.37,0.0,0.23,0.0,0.4,0.0
relaxante,natura,unisex,Brazil,0.07,0.0,0.07,0.0,0.86,0.0,0.0,0.0,0.0,0.0
junoon-velvet-pour-homme,rasasi,men,UAE,0.06,0.06,0.0,0.0,0.06,0.0,0.06,0.0,0.47,0.29
rose-absolue-le-parfum,yves-rocher,women,France,0.0,0.0,0.0,0.0,0.34,0.4,0.2,0.0,0.06,0.0
al-qurashi-night-intense,abdul-samad-al-qurashi,unisex,Arabia saudi ,0.0,0.0,0.06,0.0,0.0,0.47,0.47,0.0,0.0,0.0
blend-30,alfred-dunhill,men,UK,0.16,0.06,0.0,0.0,0.33,0.14,0.0,0.16,0.0,0.16
signature,arabian-oud,men,Arabia saudi ,0.0,0.34,0.0,0.0,0.12,0.2,0.34,0.0,0.0,0.0
mukhallat-dahn-al-oudh-moattaq,ajmal,unisex,UAE,0.0,0.07,0.12,0.0,0.0,0.27,0.54,0.0,0.0,0.0
empress,nabeel,women,UAE,0.06,0.0,0.0,0.0,0.0,0.29,0.18,0.12,0.35,0.0
encens-chypre,sultan-pasha-attars,unisex,UK,0.06,0.29,0.0,0.0,0.06,0.24,0.18,0.0,0.0,0.18
oud-precieux,reine-de-saba,unisex,France,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.12,0.35
khair-fusion,paris-corner,unisex,UAE,0.08,0.0,0.0,0.0,0.0,0.0,0.28,0.17,0.47,0.0
no-01,giesso,men,Argentina,0.0,0.07,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.63
limone-e-vaniglia,fragrenza,unisex,Italy,0.06,0.0,0.0,0.0,0.32,0.0,0.09,0.0,0.53,0.0
rosas-summer-blooming,davene,women,Brazil,0.0,0.39,0.08,0.0,0.0,0.0,0.44,0.08,0.0,0.0
caipi-d-argent,conde-parfum,unisex,Brazil,0.27,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.14,0.0
club-de-nuit-precieux,armaf,unisex,UAE,0.06,0.2,0.06,0.0,0.0,0.14,0.0,0.06,0.34,0.14
astrea,bvlgari,women,Italy,0.0,0.0,0.0,0.0,0.1,0.0,0.21,0.0,0.59,0.1
chamade-extract,guerlain,women,France,0.06,0.35,0.0,0.0,0.06,0.0,0.29,0.0,0.23,0.0
le-male-collector-edition-2017,jean-paul-gaultier,men,France,0.0,0.2,0.0,0.0,0.54,0.0,0.0,0.0,0.26,0.0
pierre-de-velay-no-1,roja-dove,unisex,UK,0.0,0.06,0.0,0.0,0.06,0.37,0.2,0.0,0.16,0.16
sheikh-al-faransi,abdul-karim-al-faransi,men,UK,0.0,0.24,0.06,0.0,0.0,0.47,0.09,0.0,0.15,0.0
sultani,arabian-oud,men,Arabia saudi ,0.06,0.28,0.06,0.0,0.06,0.28,0.2,0.06,0.0,0.0
carbon-sapphire,boadicea-the-victorious,unisex,UK,0.0,0.16,0.0,0.0,0.12,0.43,0.29,0.0,0.0,0.0
delice-nacre,johan-b,women,France,0.0,0.47,0.08,0.0,0.0,0.0,0.36,0.0,0.08,0.0
ambre-tibet,maitre-parfumeur-et-gantier,unisex,France,0.0,0.14,0.0,0.0,0.07,0.23,0.16,0.0,0.4,0.0
wujood,zimaya,men,UAE,0.0,0.29,0.06,0.0,0.06,0.0,0.06,0.0,0.53,0.0
cherry-syrup-gold,proad,unisex,Thailand,0.0,0.0,0.0,0.0,0.16,0.0,0.1,0.26,0.32,0.16
giorgio-beverly-hills-for-men-v-i-p-special-reserve,giorgio-beverly-hills,men,USA,0.0,0.26,0.0,0.0,0.16,0.22,0.16,0.0,0.0,0.2
iris-chypre,elixir-attar,unisex,USA,0.0,0.06,0.0,0.0,0.22,0.22,0.35,0.0,0.16,0.0
the-one-luminous-night,dolce-gabbana,men,Italy,0.0,0.59,0.0,0.0,0.31,0.0,0.0,0.0,0.1,0.0
opium-pour-homme-eau-de-parfum,yves-saint-laurent,men,France,0.0,0.0,0.0,0.0,0.21,0.0,0.1,0.1,0.59,0.0
hello-kitty,sephora,women,France,0.4,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.48,0.0
allegro-1981,dzintars,women,Latvia,0.07,0.33,0.0,0.0,0.0,0.0,0.47,0.07,0.07,0.0
vive-la-fete,amberfig,unisex,Brazil,0.0,0.06,0.0,0.0,0.06,0.06,0.0,0.0,0.54,0.28
patchouly-nosy-be-extrait,perris-monte-carlo,unisex,France,0.0,0.0,0.0,0.0,0.08,0.36,0.08,0.0,0.47,0.0
tubereuse-absolue-extrait,perris-monte-carlo,unisex,France,0.08,0.0,0.0,0.0,0.47,0.08,0.36,0.0,0.0,0.0
tabac-grande,sultan-pasha-attars,unisex,UK,0.0,0.18,0.06,0.0,0.06,0.12,0.06,0.0,0.35,0.18
sharaf-blend,zimaya,unisex,UAE,0.0,0.1,0.0,0.0,0.21,0.0,0.24,0.0,0.45,0.0
flamenco-extrait-de-parfum,ramon-monegal,unisex,Spain,0.0,0.16,0.0,0.0,0.0,0.22,0.29,0.06,0.06,0.22
jade-petals,mith,unisex,Thailand,0.2,0.0,0.2,0.0,0.0,0.0,0.4,0.2,0.0,0.0
gold-cedar-nights,jesus-del-pozo,men,Spain,0.0,0.16,0.0,0.0,0.28,0.14,0.0,0.0,0.43,0.0
dorina,dorin,women,France,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.06,0.0
dior-homme-original,dior,men,France,0.0,0.0,0.0,0.0,0.21,0.1,0.69,0.0,0.0,0.0
les-parfums-mythiques-insense,givenchy,men,France,0.45,0.0,0.0,0.0,0.27,0.14,0.14,0.0,0.0,0.0
organza-indecence-eau-de-toilette-du-desert,givenchy,women,France,0.1,0.6,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.0
quand-vient-la-pluie,guerlain,women,France,0.06,0.28,0.0,0.0,0.0,0.28,0.32,0.0,0.06,0.0
shalimar-parfum,guerlain,women,France,0.06,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.29,0.0
tuareg,o-boticario,men,Brazil,0.0,0.0,0.0,0.0,0.08,0.64,0.28,0.0,0.0,0.0
hypnotic-vanilla-bloom,zara,unisex,Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.18,0.49,0.0
rose-noir,ahmed-al-maghribi,women,UAE,0.0,0.1,0.1,0.0,0.0,0.1,0.35,0.0,0.35,0.0
tobacco-flower,the-body-shop,unisex,UK,0.0,0.24,0.0,0.0,0.12,0.06,0.41,0.0,0.0,0.18
pretexte,lanvin,women,France,0.0,0.24,0.06,0.0,0.0,0.24,0.24,0.0,0.0,0.24
bouquet-de-paris,guerlain,women,France,0.0,0.28,0.0,0.0,0.4,0.06,0.2,0.0,0.0,0.06
egeo-fresh-meli,o-boticario,women,Brazil,0.0,0.0,0.0,0.27,0.14,0.0,0.32,0.14,0.14,0.0
tuxedo,ralph-lauren,women,USA,0.0,0.47,0.0,0.0,0.08,0.08,0.36,0.0,0.0,0.0
white-soho,zara,men,Spain,0.0,0.0,0.2,0.0,0.0,0.2,0.6,0.0,0.0,0.0
fervo-intenso,granado,unisex,Brazil,0.0,0.08,0.0,0.0,0.08,0.08,0.28,0.0,0.47,0.0
chypre,coty,women,USA,0.07,0.0,0.0,0.0,0.0,0.53,0.4,0.0,0.0,0.0
cocktail-intense,fragrance-world,unisex,UAE,0.0,0.08,0.0,0.0,0.47,0.08,0.19,0.0,0.17,0.0
dusk,the-woods-collection,unisex,France,0.0,0.0,0.0,0.0,0.34,0.37,0.08,0.0,0.22,0.0
happyland-signature,happyland,unisex,USA,0.0,0.2,0.0,0.0,0.2,0.07,0.0,0.0,0.4,0.13
mediterranean-neroli-eau-de-parfum,ermenegildo-zegna,men,Italy,0.2,0.2,0.0,0.0,0.4,0.0,0.2,0.0,0.0,0.0
nuit-de-noel-extrait-de-parfum,caron,women,France,0.0,0.4,0.0,0.0,0.0,0.07,0.53,0.0,0.0,0.0
oud-maximus-autumn-2019,bortnikoff,unisex,Thailand,0.06,0.0,0.0,0.0,0.06,0.31,0.31,0.0,0.25,0.0
haramain-detour-eco,al-haramain-perfumes,unisex,UAE,0.1,0.0,0.0,0.0,0.8,0.1,0.0,0.0,0.0,0.0
habit-rouge-l-extrait,guerlain,men,France,0.06,0.22,0.0,0.0,0.2,0.14,0.08,0.0,0.16,0.16
